Source.Name,ATA,PUBLICATION NO.,RECEIVED DATE,ISSUE DATE,EFFECTIVE DATE,BIWEEKLY NUMBER,TC HOLDER,AC TYPE,SUBJECT,SUPERSEDES,REFERENCE,AFFECTED PART,METHOD OF COMPLIANCE,COMPLIANCE TIME,REPEAT INTERVAL,EFFECTIVITY,PARTS PROHIBITION,PIC,EVALUATION DATE,TDE NUMBER,TDE STATUS,ENGINEERING ACTION,Issued Instructions
easa_biweekly_04-2022.csv,,2021-0283R1,,11-Feb-2022,,,AIRBUS HELICOPTERS,AS 350 / EC 130,Fuselage - Rear Transmission Bearing Support - Inspection,,,Fuel Cylinder CB2990,,,,,,,,,,,
easa_biweekly_04-2022.csv,,US-2022-02-02,,9-Feb-2022,,,BELL TEXTRON INC. (BTI),"204B, 205, 210, 212",[Correction] Main Rotor - Hub Strap Pins - Replacement ,,,Fuel Cylinder CB2990Approved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_04-2022.csv,,BR-2022-02-01,,8-Feb-2022,,,EMBRAER S.A.,ERJ 170,Time Limits / Maintenance Checks - Airworthiness Limitation Section / Maintenance Program - Revision,,,Fuel Cylinder CB2990Approved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_04-2022.csv,,CF-2020-18R2,,8-Feb-2022,,,BELL TEXTRON CANADA LTD (BTCL),429,Indicating / Recording System - Rotorcraft Flight Manual - Prohibit the use of Map-Mode on Left Hand Side and Right Hand Side Display Units,,,Fuel Cylinder CB2990Approved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,CF-2022-09,,4-Mar-2022,,,DE HAVILLAND AIRCRAFT OF CANADA LTD.,DHC-8,Air Conditioning - Avionics Cooling - Integrated Flight Cabinet Failure Due to High Temperatures,,,Fuel Cylinder CB2990Approved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,CF-2022-08,,4-Mar-2022,,,AIRBUS CANADA LP,BD-500 (A220 Series),Fuel - Fuel Distribution - Fuel Feed System Damage,,,Fuel Cylinder CB2990Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
,,2022-04-09,,28-Feb-2022,4-Apr-2022,2022-06,Airbus SAS | The Boeing Company | ATR - GIE Avions de Transport Régional,A300 B2-1A | A300 B2-1C | A300 B2K-3C | A300 B2-203 | A300 B4-2C | A300 B4-103 | A300 B4-203 | A300 B4-601 | A300 B4-603 | A300 B4-620 | A300 B4-622 | A300 B4-605R | A300 B4-622R | A300 F4-605R | A300 F4-622R | A300 C4-605R Variant F | A310-203 | A310-204 | A310-221 | A310-222 | A310-304 | A310-322 | A310-324 | A310-325 | A318-111 | A318-112 | A318-121 | A318-122 | A319-111 | A319-112 | A319-113 | A319-114 | A319-115 | A319-131 | A319-132 | A319-133 | A319-151N | A320-211 | A320-212 | A320-214 | A320-216 | A320-231 | A320-232 | A320-233 | A320-251N | A320-252N | A320-253N | A320-271N | A320-272N | A320-273N | A321-111 | A321-112 | A321-131 | A321-211 | A321-212 | A321-213 | A321-231 | A321-232 | A321-251N | A321-253N | A321-252N | A321-271N | A321-272N | A321-251NX | A321-252NX | A321-253NX | A321-271NX | A321-272NX | A330-201 | A330-202 | A330-203 | A330-223 | A330-243 | A330-301 | A330-302 | A330-303 | A330-321 | A330-322 | A330-323 | A330-341 | A330-342 | A330-343 | A330-941 | A340-211 | A340-212 | A340-213 | A340-311 | A340-312 | A340-313 | A340-541 | A340-642 | ATR42-200 | ATR42-300 | ATR42-320 | ATR42-500 | ATR72-101 | ATR72-102 | ATR72-201 | ATR72-202 | ATR72-211 | ATR72-212 | ATR72-212A | 747-8 Series,Oxygen System,None,"AVOX Systems SB 100015804-35-01,
AVOX Systems SB 10015804-35-02
AVOX Systems SB 10015804-35-03,","oxygen cylinder and valve assemblies 89794077, 89794015, 891511-14, 806835-01, 8070982-01, 808433-01, 807206-01","1. Identification of affected part(s). Review of the maintenance records is acceptable for the inspection and identification.

2. If affected PN, SN identified in point 1, do inspection of the gap between the bottom of the packing retainer and top of the valve body per the referenced Vendor SB. If gap is acceptable, mark the part(s) per VSB. If gap is unacceptable, remove and replace the part(s).

3. Return the part(s) to manufacturer. Report to the manufacturer per VSB.","1. within 60 days after the effective date of this AD

2. Before next flight

3. Within 30 days from inspection or effective date of AD (WOL)",None,"03809; 05463
PN 89794077 is installed on the aircrafts.

SN installed on 03809: C18090220 is affected by 10015804-35-03, 10015804-35-01

SN installed on 05463:
C17010081 is not affected. ",,Fitrah,25-May-22,TDE-AD-2022-04-09-PAS,COMPLETE,ISSUE ONE TIME EI,EI-22-028-A322
easa_biweekly_05-2022.csv,,2022-0034,,4-Mar-2022,,,GE AVIATION CZECH,"H75, H80, H85, M601",Engine - Outer Liner Dilution Tube - Inspection,,,Fuel Cylinder CB2990Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,2011-0072-CN,,4-Mar-2022,,,AIRBUS HELICOPTERS,"AS 350 / EC 130, AS 355",CANCELLED: Equipment / Furnishings - Emergency Flotation Gear Attachment Brackets - Inspection / Replacement,,,Fuel Cylinder CB2990Approved aircraft maintenance programApproved aircraft maintenance program,"2. If affected PN, SN identified in point 1, do inspection of the gap between the bottom of the packing retainer and top of the valve body per the referenced Vendor SB. If gap is acceptable, mark the part(s) per VSB. If gap is unacceptable, remove and replace the part(s).",,,,,,,,,,
easa_biweekly_05-2022.csv,32,2022-0032,,3-Mar-2022,10-Mar-2022,,AIRBUS,"A318, A319, A320, A321",Landing Gear - Braking and Steering Control Unit - Replacement / Master Minimum Equipment List - Amendment,,A32N025-22,BSCU PN E21327307,,Before next flight,,None. No aircrafts in fleet have affected BSCU PN installed,"For aircrafts that do not have the affected BSCU installed, do not install the affected BSCU PN.",Fitrah,18-Apr-22,TDE-AD-2022-0032-PAS,COMPLETE,NO ENGINEERING ACTION,
easa_biweekly_05-2022.csv,,2022-0033,,3-Mar-2022,,,ROLLS-ROYCE DEUTSCHLAND Ltd & Co KG,BR700-710,Time Limits / Maintenance Checks - Time Limits Manual / Maintenance Programme - Amendment,,,Fuel Cylinder CB2990Approved aircraft maintenance programApproved aircraft maintenance program,3. Return the part(s) to manufacturer. Report to the manufacturer per VSB.,,,,,,,,,,
easa_biweekly_05-2022.csv,,G-2022-0005,,3-Mar-2022,,,BAE SYSTEMS (OPERATIONS) LTD,AVRO146RJ,Navigation - Inertial Reference Units Magnetic Variation - Inspection,,,Fuel Cylinder CB2990Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,CF-2022-06,,2-Mar-2022,,,MHI RJ Aviation ULC,CL-600 (Regional Jet),Oxygen System - Crew Oxygen Line Contamination,,,Fuel Cylinder CB2990Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,US-2022-04-04,,2-Mar-2022,,,"CONTINENTAL AEROSPACE TECHNOLOGIES, INC., STRATUS TOOL TECHNOLOGIES, LLC","C-125, C145, IO-360, IO-470, IO-520, IO-550, O-300, O-300 (RR), O-470, TSIO-360, TSIO-520, EASA STC 10040938, EASA STC 10040939, FAA STC SE09356SC, FAA STC SE10348SC, FAA STC SE8409SW",Reciprocating Engine - Oil Filter Adapter Gasket - Replacement,,,Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,G-2022-0004,,1-Mar-2022,,,BAE SYSTEMS (OPERATIONS) LTD,HS748,Undercarriage - Nose Landing Gear Axle - Inspection,,,Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,2020-0227R1,,1-Mar-2022,,,ATR,ATR72,Electrical Routing - Electrical Harness Routes 1M and 1S-1V - Modification,,,Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,US-2022-05-04,,25-Feb-2022,,,BOEING,737,Aircraft Flight Manual - Limitations / Operating Procedures - Amendment,,,Approved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,,2021-0101R1,,25-Feb-2022,,,AIRBUS HELICOPTERS,SA/AS 365 / EC 155,Doors - Placards - Installation / Rotorcraft Flight Manual - Section Emergency Procedures - Amendment,,,Approved aircraft maintenance programApproved aircraft maintenance program,,,,,,,,,,,
easa_biweekly_05-2022.csv,55,2022-0030,,25-Feb-2022,11-Mar-2022,,AIRBUS,"A318, A319, A320, A321",Fuselage - Inner Cap and Frame Flange at Frame 68 Stringer 22 - Inspection,,A320-53-1491,Inner cap and web horizontal flange at frame 68 at level of stringer 22.,Perform SDI of the affected area (LH and RH) per the SB.,"1. For AC with up to 33,700 accumulated FC:
Before exceeding 20,000FC since first flight,
OR within 24 months after AD effective date (WOL).

2. For AC more than 33,700 accumulated FC:
Within 12 months after AD effective date.","19,700 FC","03809: point 2. in compliance

05463: point 1. in compliance",,Sarah,13-May-22,TDE-AD-2022-0030-PAS,COMPLETE,ISSUE REPETITIVE EI,EI-22-022-A322
easa_biweekly_05-2022.csv,,2022-0025R1,,25-Feb-2022,,,AIRBUS,"A330, A340",Landing Gear - Main and Centre Landing Gear Bogie Pivot Pins - Inspection / Replacement,,,"ALS Part 1 Rev 08
Airline / Owner Aircraft Maintenance ProgramALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_05-2022.csv,,2021-0283R1,,25-Feb-2022,,,AIRBUS HELICOPTERS,AS 350 / EC 130,[Correction] Fuselage - Rear Transmission Bearing Support - Inspection,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_05-2022.csv,,2022-0031,,25-Feb-2022,,,AIRBUS,A350,Pneumatic - Overheat Detection System Sensing Elements - Inspection - Master Minimum Equipment List - Temporary Operational Restrictions,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_05-2022.csv,,US-2022-04-07,,24-Feb-2022,,,GENERAL ELECTRIC,GEnx,Engine Fuel & Control - Fuel Metering Unit Bypass Valve Plug - Inspection / Replacement,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_05-2022.csv,,US-2022-05-01,,24-Feb-2022,,,"LEARJET, INC.","31/35/36, 55, 60",Wings - Spoiler Assemblies - Removal,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_05-2022.csv,,US-2022-03-15,,24-Feb-2022,,,GARMIN INTERNATIONAL INC.,"EASA STC 10073816, EASA STC 10075142, FAA STC SA01899WI, FAA STC SA02658SE",Fuel - Resistive Fuel Probe Interface - Modification,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_05-2022.csv,25,2022-0029-E,,23-Feb-2022,25-Feb-2022,,APPLIANCES,ATA 25 EQUIPMENT / FURNISHINGS,MARS A.S.: Emergency Parachutes - Removal from Service,AD 2022-0018-E,None,"Emergency parachute model ATL-15SL, all serial numbers manufactured from 2016 with PN 09994, 09995, 09996 (no suffix)",Remove affected parts from service,Immediately from the effective date of this AD,None,"None.
The affected part number is not effective for A320 aircrafts, nor is it installed on PAS fleet.",None,Rofiq,2-Jun-22,TDE-AD-2022-029-E-PAS,COMPLETE,NO ENGINEERING ACTION,
easa_biweekly_05-2022.csv,,G-2021-0016R1,,22-Feb-2022,,,BAE SYSTEMS (OPERATIONS) LTD,"AVRO146RJ, BAE146",Fuselage - Left Hand Nose Landing Gear Well Sidewall & Retraction Jack Attachment - Inspection,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_05-2022.csv,,2022-0028,,22-Feb-2022,8-Mar-2022,,AIRBUS,"A319, A320, A321",Aircraft Flight Manual / Section Normal Procedures - Amendment / Navigation - Master Minimum Equipment List - Integrated Standby Instrument System - Amendment / Flight Controls - Elevator Aileron Computer System - Modification,,SB A320-27-1288,ELAC with standards between L98 to L103 (noth loadable and non loadable),"1. Amend the AFM to incorporate the AFM TR.
2. Amend the operator's MEL to incorporate the MMEL TR.
3. Replace the ELACs with affected standards to L103+ standards per the SB.","1. Within 7 days after 28 June 2021
2. Within 7 days after 28 June 2021
3. Within 9 months after AD effective date",,None. Only effective on NEO aircrafts,Do not install the affected ELAC standards,Fitrah,18-Apr-22,TDE-AD-2022-0028-PAS,COMPLETE,,
easa_biweekly_05-2022.csv,,BR-2022-02-02,,22-Feb-2022,,,EMBRAER,EMB-545/-550 (Legacy 500),Flight Controls - Engine Indication and Crew Alert System Software - Update,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0048,,18-Mar-2022,,,AIRBUS,A300-600,Doors - Forward Cargo Door / Frame Fork Fastener Holes - Modification,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_06-2022.csv,,CF-2022-11,,18-Mar-2022,,,AIRBUS CANADA LP,BD-500 (A220 Series),Engine - Airplane Flight Manual (AFM) Normal and Non-Normal Procedures - Erroneous Uncontrolled High Thrust Detection,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0047,,17-Mar-2022,,,BELL TEXTRON INC. (BTI),"212, 412",Fuselage - Tailboom Attachment - Inspection / Replacement,,,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0046,,17-Mar-2022,,,LEONARDO S.p.A. HELICOPTERS,AB212/AB412,Fuselage - Tailboom Attachment - Inspection / Replacement,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2022-06-16,,17-Mar-2022,,,BOEING,747,Aircraft Flight Manual - Limitations / Operating Procedures - Amendment,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0045,,16-Mar-2022,,,AIRBUS,A350,SUPERSEDED BY EASA AD 2022-0054,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2022-06-03,,15-Mar-2022,,,BELL TEXTRON INC. (BTI),"204B, 205, 210, 212",Main Rotor - Hub Strap Pins - Removal / Inspection,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0044,,15-Mar-2022,,,SOLO KLEINMOTOREN GmbH,2350,Engine - Modification / Inspection,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2022-05-13,,15-Mar-2022,,,HONDA AIRCRAFT COMPANY LLC,HA-420,Ice and Rain Protection - Airplane Flight Manual and Quick Reference Handbook - Amendment,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0037,,15-Mar-2022,,,LEONARDO S.p.A. HELICOPTERS,A109/A119,[Correction] Main Rotor System - Main Rotor Rotating Scissor Assembly - Inspection,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2022-06-09,,14-Mar-2022,,,PRATT & WHITNEY,"PW4070, PW4080, PW4090",Engine - 1st-Stage Low-Pressure Compressor Blades - Inspection / Removal,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2022-03-09,,14-Mar-2022,,,SIKORSKY,S-76,Navigation - Global Positioning System Receiver - Replacement,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,CF-2022-10,,11-Mar-2022,,,BOMBARDIER,CL-600 (Challenger),Equipment / Furnishings - Cockpit Smoke Hood,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0043-E,,11-Mar-2022,,,SCHEIBE,SF25,Flight Controls - Control Stick - Inspection / Replacement,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2021-26-22,,11-Mar-2022,,,GENERAL ELECTRIC,"CF6-80A, CF6-80C",Engine - High-Pressure Turbine Stage 1 and Stage 2 Disks - Inspection / Replacement,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2022-02-14,,10-Mar-2022,,,BOEING,787,Landing Gear - Main Landing Gear Inner Cylinder Pivot Pins - Inspection,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,CF-2022-07,,10-Mar-2022,,,BOMBARDIER,BD-700,Oxygen - Oxygen Line Contamination with Sealant and Cotton Fibers,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0041,,10-Mar-2022,,,CEAPR,DR 400,Flight Controls - Flight Controls Cables - Inspection,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,CF-2022-05,,10-Mar-2022,,,BOMBARDIER,BD-700,Pneumatic - Air System - Wing Ice Protection System (WIPS) Duct Clearance Low Through Fuselage,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2019-0074R1,,8-Mar-2022,,,AIRBUS HELICOPTERS,SA 330 / AS 332 / EC 225,Main Rotor - Rotating Swashplate Yokes - Inspection / Rework / Service Life Limit,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,US-2022-03-21,,8-Mar-2022,,,BOEING,787,Fuel - Maintenance or Inspection Program - Revision,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0040,,8-Mar-2022,,,AIRBUS,A350,Engine Fuel and Control - Hydro-Mechanical Unit - Replacement / Life Limitation,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0039,,8-Mar-2022,,,AIRBUS,"A330, A340",Flight Controls - Trimmable Horizontal Stabilizer Actuator / Electric Load Sensing Device - Modification,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0036,,7-Mar-2022,,,BELL TEXTRON INC. (BTI),"212, 412",SUPERSEDED BY EASA AD 2022-0047,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0035,,7-Mar-2022,,,LEONARDO S.p.A. HELICOPTERS,AB212/AB412,SUPERSEDED BY EASA AD 2022-0046,,,,,,,,,,,,,,
easa_biweekly_06-2022.csv,,2022-0038,,7-Mar-2022,,,AIRBUS HELICOPTERS,SA/AS 365 / EC 155,Tail Rotor - Pitch Control Rod Bearing - Inspection / Replacement,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0060,,1-Apr-2022,,,AIRBUS,"A300-600, A300-600ST (Beluga), A310",Time Limits / Maintenance Checks - Airworthiness Limitations Section Part 3 / Certification Maintenance Requirements - Amendment,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,CF-2022-13,,29-Mar-2022,,,AIRBUS CANADA LP,BD-500 (A220 Series),Pneumatic - Non-Conforming Bleed Leak Detection System Sensing Elements,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,26,US-2022-04-08,,28-Mar-2022,,,AIRBUS,"A318, A319, A320, A321",Fire Protection / Doors - Cargo Door Seals - Replacement / Operational Limitation / Placard Installation,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0058,,28-Mar-2022,,,AIRBUS,"A300, A300-600, A300-600ST (Beluga), A310",Windows - Windshields - Inspection,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0057,,28-Mar-2022,,,AIRBUS,"A330, A340",Windows - Windshields - Inspection,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,US-2022-06-11,,25-Mar-2022,,,BOEING,777,Nacelles / Pylons - Engine Inlet - Modification,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,US-2022-06-10,,25-Mar-2022,,,BOEING,777,Exhaust - Thrust Reverser Inner Wall Debris Shields - Installation // Powerplant - Fan Cowl Doors / Hydraulic Pump Shutoff Valves - Inspection / Functional Check,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0056,,24-Mar-2022,,,AIRBUS HELICOPTERS,SA 330 / AS 332 / EC 225,Rotors Flight Control - Main Rotor Controls / Collective Levers / Stop Support Protection - Modification,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0043R1,,24-Mar-2022,,,SCHEIBE,SF25,Flight Controls - Control Stick - Inspection / Replacement,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2016-0075R1,,24-Mar-2022,,,AIRBUS DEFENCE & SPACE S.A.,CN-235,Stabilizers - Elevator Hinge Fittings - Inspection,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0054,,23-Mar-2022,,,AIRBUS,A350,Aircraft Flight Manual - Performance Database - Amendment,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,25,US-2022-05-10,,23-Mar-2022,20-Apr-2022,,APPLIANCES,ATA 25 EQUIPMENT / FURNISHINGS,GOODRICH / COLLINS AEROSPACE - NOT ADOPTED - EASA DECISION ATTACHED - SEE EASA AD 2015-0226R6,None,Goodrich Alert SB 44301-10-18 Rev 6,All helicopters with an externally-mounted Goodrich hoist assembly,Replace the hoist,before accumulating 55 operating hours after the effective date of this AD,None,"None.
The affected part number is not effective for A320 aircrafts, nor is it installed on PAS fleet.",None,Rofiq,2-Jun-22,TDE-AD-2022-05-10-PAS,COMPLETE,NO ENGINEERING ACTION,
easa_biweekly_07-2022.csv,,2022-0053,,23-Mar-2022,,,AIRBUS HELICOPTERS,"AS 350 / EC 130, EC 120 B",Landing Gear - Skid-Type Landing Gear - Inspection,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0055,,23-Mar-2022,,,ROLLS-ROYCE DEUTSCHLAND Ltd & Co KG,RB211 TRENT 700,Engine - Intermediate Pressure Compressor Rotor Shaft - Inspection,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0052-E,,23-Mar-2022,,,LEONARDO S.p.A. HELICOPTERS,"AB204/AB205, AB212/AB412",Main Rotor - Hub Strap Pins - Replacement,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0050,,22-Mar-2022,,,DEUTSCHE AIRCRAFT GmbH,Dornier 328,Placards - Installation / Emergency Equipment - Gloves - Installation / Aircraft Flight Manual - Emergency Procedure - SMOKE - Amendment,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,CF-2022-12,,22-Mar-2022,,,DE HAVILLAND AIRCRAFT OF CANADA LTD.,DHC-8,Landing Gear - Lubrication of Main Landing Gear,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0051,,22-Mar-2022,,,AIRBUS HELICOPTERS,"AS 350 / EC 130, AS 355",Fuselage - Rear Structure Junction Frame Reinforcement Angles - Inspection,,,,,,,,,,,,,,
easa_biweekly_07-2022.csv,,2022-0049,,21-Mar-2022,,,AIRBUS,"A330, A340",Landing Gear - Nose and Main Landing Gear Main Fittings and Main Landing Gear Sliding Pistons - Replacement,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,CF-2022-17,,14-Apr-2022,,,BOMBARDIER,BD-700,Fuselage - Aft Fuselage Structure - Fasteners Missing,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,CF-2022-15,,14-Apr-2022,,,BOMBARDIER,BD-700,Time Limits / Maintenance Checks - Introduction of Certification Maintenance Requirements,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,2022-0068-E,,14-Apr-2022,,,DASSAULT AVIATION,Falcon 2000,Landing Gear - Brake Control System / Servo-Valve - Relocation / Replacement / Aircraft Flight Manual - Amendment,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,25,2020-0236,,,11-Nov-2020,,AIRBUS,"A318, A319, A320, A321",Equipment / Furnishings – Emergency Escape Slide / Raft Inflation Reservoir – Pressure Check,,"AOT A25N019-19
SAFRAN SB 004-25-115, SB 004-25-116, SB 004-25-117, SB 004-25-118, SB 004-25-120, SB 004-25-121, SB 004-25-122, SB 005-25-30, SB 005-25-31, SB 005-25-32, SB 005-25-33 and SB 995-25-08","Slides, Rafts, and reservoirs part numbers in AD appendix (DOMs between 2017 - 2018)",Check the pressure gauge on the inflation reservoir of each affected part per AOT.,"1. Within 100 FC or 50 days after effective date of AD,
2. OR within 100 FC or 50 days after aircraft manufacture date",100 FC or 50 DAY,"None. No aircrafts have the slides, rafts, reservoirs with the affected DOM",Affected parts may be installed as long as the pressure check and its subsequent repeat is carried out,Sarah,10-May-22,TDE-AD-2020-0236-PAS,COMPLETE,NO ENGINEERING ACTION,
easa_biweekly_08-2022.csv,,2022-0067,,13-Apr-2022,,,AIRBUS HELICOPTERS DEUTSCHLAND,EC135/635,Time Limits / Maintenance Checks - Airworthiness Limitations Section - Amendment,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,G-2022-0008,,13-Apr-2022,,,BAE SYSTEMS (OPERATIONS) LTD,Jetstream 3200,Time Limits / Maintenance Checks - Airworthiness Limitations - Amendment / Implementation,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,25,2022-0029R1,,11-Apr-2022,11-Apr-2022,,APPLIANCES,ATA 25 EQUIPMENT / FURNISHINGS,MARS A.S.: Emergency Parachutes - Removal from Service,AD 2022-0018-E,None,"Emergency parachute model ATL-15SL, all serial numbers manufactured from 2016 with PN 09994, 09995, 09996 (no suffix)",Remove affected parts from service,Immediately from the effective date of this AD,None,"None.
The affected part number is not effective for A320 aircrafts, nor is it installed on PAS fleet.",None,Rofiq,2-Jun-22,TDE-AD-2022-029-R1-PAS,COMPLETE,NO ENGINEERING ACTION,
easa_biweekly_08-2022.csv,,2022-0066-E,,11-Apr-2022,,,SCHEIBE,SF25,Flight Controls - Control Stick - Inspection / Replacement,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,CF-2022-16,,8-Apr-2022,,,MHI RJ Aviation ULC,CL-600 (Regional Jet),Pneumatic - Non-Conforming Bleed Air Leak Detection System Sensing Elements,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,2022-0064,,8-Apr-2022,,,ATR,ATR72,Time Limits / Maintenance Checks - Certification Maintenance Requirements and Airworthiness Limitations - Amendment,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,2022-0063,,8-Apr-2022,,,ATR,ATR42,Time Limits / Maintenance Checks - Certification Maintenance Requirements and Airworthiness Limitations - Amendment,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,2022-0062,,8-Apr-2022,,,ATR,ATR42,Time Limits / Maintenance Checks - Certification Maintenance Requirements and Airworthiness Limitations - Amendment,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,CF-2022-14,,8-Apr-2022,,,BOMBARDIER,BD-700,Landing Gear - Introduction of New Brake Accumulator Life Limit,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,2022-0065,,7-Apr-2022,,,AIRBUS,A350,Fire Protection - Engine Fire Extinguishing Pipes - Inspection,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,US-2022-05-08,,7-Apr-2022,,,GENERAL ELECTRIC,CF34-10,Engine - Strainer Assembly Screen - Inspection,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,US-2022-07-02,,6-Apr-2022,,,BELL TEXTRON INC. (BTI),"205, 210, 212, 412",Fuselage - Tail Boom Spar Caps - Inspection / Removal,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,G-2022-0006,,4-Apr-2022,,,BAE SYSTEMS (OPERATIONS) LTD,Jetstream 4100,Time Limits / Maintenance Checks - Airworthiness Limitations - Amendment / Implementation,,,,,,,,,,,,,,
easa_biweekly_08-2022.csv,,2022-0061,,4-Apr-2022,,,HOFFMANN PROPELLER GmbH & Co. KG,HO-V 72,Propellers - Propeller Hub - Inspection,,,,,,,,,,,,,,
,,US-2022-06-07,,4/29/2022,,,BOEING,777,Fuselage - Forward Outer Chords of the Pivot Bulkhead - Inspection,,,,,,,,,,,,,,
,,2022-0076,,4/29/2022,,,SCHEMPP HIRTH FLUGZEUGBAU,"Arcus, Ventus Powered Sailplanes",Aircraft Flight Manual - Amendment,,,,,,,,,,,,,,
